"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.0,0.0,0.0,0.0,0.003981943496971478,0.0,0.004999999999999946,0.03900864354793075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.0,0.0,0.0,0.0,0.014696265197403812,0.0,0.0,0.03900858535138758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.0,0.0,0.0,0.0,0.010544686268624991,0.0,0.0,0.03900854836629154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,0.0,0.0,0.0,0.0,0.007241035044770486,0.0,0.0,0.039008908176416265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6666667,0.0,0.0,0.0,0.0,0.00682227274221975,0.0,0.0,0.039008063713391924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.0,0.0,0.0,0.0,0.006079790058542074,0.0,0.004999999999999946,0.03900831029863227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.8333333,0.0,0.0,0.0,0.0,0.0032314584260640525,0.0,0.004999999999999946,0.03900824694385061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.9166667,0.0,0.0,0.0,0.0,0.005442750539922748,0.001800673781655586,0.0,0.03722769358619683,0.03943237180423007,0.0,0.0,0.0031777081771029564,0.0,0.0,0.0,
1.0,0.0,0.0,0.0,0.0,0.006264441126774934,0.0029564955748860623,0.0,0.037184199473254374,0.05448878384401194,0.0,0.0,0.006313961491079044,0.0,0.0,0.0,
1.0833334,0.0,0.0,0.0,0.0,0.0071416129011715995,0.009672688296060767,0.0,0.03702308795429451,0.047579183353253285,0.0,0.0,0.006303831180982992,0.0,0.0,0.0,
