"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","OctopusVulgaris < 90.0","OctopusVulgaris >=90.0","MelicertusKerathurus < 8.0","MelicertusKerathurus >=8.0","MetapenaeusMonoceros < 8.0","MetapenaeusMonoceros >=8.0","TrachurusTrachurus < 11.0","TrachurusTrachurus >=11.0","SardinaPilchardus < 9.0","SardinaPilchardus >=9.0","SardinellaAurita < 11.0","SardinellaAurita >=11.0","EngraulisEncrasicolus < 9.0","EngraulisEncrasicolus >=9.0","DiplodusAnnularis < 9.0","DiplodusAnnularis >=9.0","MustelusMustelus < 50.0","MustelusMustelus >=50.0","MerlucciusMerluccius < 11.0","MerlucciusMerluccius >=11.0","PagellusErythrinus < 9.0","PagellusErythrinus >=9.0","CILC","COPC","HNFC","PHYSN","PHYLN","Benthos"
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3185.453,10604.094,22905.625,3347.305,2.4729602,1000000.0
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,4898.4336,0.0,11256.063,0.0,0.0,0.0,0.0,0.0,6.755486,0.0,0.0,0.0,1916.0896,0.0,0.0,0.0,3083.287,10863.439,24242.361,3503.2754,1.8993933,1000000.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,18081.969,0.0,26031.559,0.0,0.0,0.0,1.3594725,0.0,176.89322,0.0,0.0,0.0,8473.253,0.0,10.166523,0.0,2687.463,11703.4,23371.43,3272.2014,1.1818094,1000000.0
0.33333334,190.38544,0.0,12.570367,0.0,21499.895,0.0,25453.484,0.0,28804.1,0.0,0.0,0.0,165.44423,0.0,1386.9998,0.0,6391.6494,0.0,13735.222,0.0,685.98517,0.0,2874.2244,13095.865,23183.678,3212.1252,3.0419776,1000000.0
0.41666666,4952.654,0.0,1096.0579,0.0,23054.174,0.0,29807.578,0.0,28222.12,0.0,1807.5156,0.0,2205.0833,0.0,6157.688,0.0,8654.496,0.0,17745.014,0.0,5031.4707,0.0,3434.5044,14829.03,23357.594,3293.4778,9.413045,1000000.0
0.5,26747.123,0.0,9639.201,0.0,23192.027,0.0,29411.77,0.0,27036.543,0.0,9526.853,0.0,6072.3096,0.0,18780.146,0.0,8653.931,0.0,20011.61,210.6401,15366.383,0.0,4179.952,15995.177,23807.732,3400.5378,9.21079,1000000.0
0.5833333,43313.14,34247.316,35888.504,0.0,29219.857,0.0,29422.436,0.0,27143.834,0.0,15778.269,0.0,9652.73,0.0,37364.746,0.0,8694.928,0.0,21772.023,361.82907,24520.291,0.0,5358.3647,17073.785,24474.902,3548.8257,5.3704267,1000000.0
0.6666667,1173.3108,129003.12,74695.04,0.0,25913.525,652.01965,30689.81,0.0,40719.363,0.0,17411.143,0.0,12501.332,0.0,52974.25,2865.5994,8892.474,0.0,23061.955,762.6453,29383.666,323.03278,6327.974,16606.395,24553.451,3626.4175,2.0170026,1000000.0
0.75,0.0,115824.2,100675.164,10657.2295,25795.553,1983.5181,32392.158,0.0,46712.45,0.0,17688.564,0.0,13338.124,20.204987,50011.98,23737.443,9068.607,0.0,23504.076,1380.2966,32588.605,1193.8447,7062.719,15116.888,24912.043,3650.347,2.3900566,1000000.0
0.8333333,822.6922,93124.56,107497.375,29155.152,32558.95,3199.3313,33801.574,0.0,47413.02,0.0,18445.586,0.0,13709.391,55.07125,52551.223,41282.598,15714.873,0.0,23019.225,2448.3418,30147.5,8263.182,6767.8804,13432.585,25242.328,3659.7585,4.002277,1000000.0
0.9166667,21915.402,74953.57,105728.16,52487.91,36913.043,4832.6177,31234.648,0.0,43304.062,0.2898795,18508.623,191.00305,13395.26,78.40121,56558.156,57513.285,17674.97,781.0453,21267.996,4146.441,28340.195,15704.252,5674.9395,11356.918,25146.398,3644.8872,7.6112924,1000000.0
1.0,91532.56,60393.12,100115.63,78062.68,43796.047,6424.611,24917.879,0.0,37161.074,51.512054,19310.297,462.74207,12208.91,118.64074,56296.84,78547.63,15856.506,2995.4622,18553.684,6378.342,27214.723,21553.441,3868.8416,10474.005,23493.826,3362.793,8.211368,1000000.0
1.0833334,154401.2,70617.13,96760.93,102418.58,46735.617,16656.14,18720.586,8.122772E-5,33190.562,178.84077,19878.61,563.67285,10974.295,172.91968,55074.06,100618.59,14599.371,4523.178,15217.567,9488.743,25573.164,27461.076,3185.453,10604.094,22905.625,3347.305,2.4729602,1000000.0
