"Mean Trophic Level of fish species, weighted by fish biomass, and excluding first ages specified in input"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5833333,NaN,NaN,NaN,3.09235,3.04645,NaN,NaN,3.6685686,NaN,3.1186936,NaN
0.6666667,NaN,NaN,NaN,3.0879478,3.0744207,NaN,NaN,3.664323,NaN,3.1679387,NaN
0.75,3.8034928,NaN,3.5507507,3.081722,3.0556402,NaN,3.0449693,3.6497128,4.0799756,3.2301676,3.5252547
0.8333333,3.7795112,3.518168,3.6551638,3.0637403,3.0945852,3.029217,3.0657358,3.611081,4.064297,3.3023639,3.5598116
0.9166667,3.7767227,3.517141,3.6789935,3.0416982,3.0422056,3.0279539,3.081349,3.629861,4.035218,3.3278337,3.6045935
1.0,3.7445683,3.5302176,3.544028,3.036021,3.067758,3.0724483,3.1424177,3.6292896,4.0252204,3.4061375,3.618087
1.0833334,3.7302132,3.5179956,3.5809832,3.065831,3.0919275,3.0999165,3.1503098,3.6173563,4.0637035,3.499897,3.5904622
1.1666666,3.8023531,3.5173776,3.5171654,3.0418844,3.1112406,3.0945249,3.1342456,3.6094675,4.0213733,3.5801094,3.651223
1.25,3.631402,3.5295863,3.5096862,3.056902,3.1481605,3.1968699,3.1974711,3.5866027,3.97747,3.6334777,3.638352
