"Mean Trophic Level of fish species, weighted by fish catch, and including first ages specified in input"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9997807,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5766687,NaN
0.5833333,3.783253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6876657,NaN
0.6666667,3.766285,NaN,4.04704,NaN,NaN,NaN,NaN,3.7770624,NaN,3.5881793,NaN
0.75,3.7987921,3.5355332,3.6453247,NaN,NaN,NaN,3.0781925,3.6951134,NaN,3.6426687,3.6029112
0.8333333,3.7795827,3.5788507,3.7181833,NaN,NaN,NaN,3.0014448,3.6774552,NaN,3.8179226,3.717965
0.9166667,3.7767804,3.5690057,3.8330069,NaN,3.0,3.956984,3.0000594,3.6883812,4.0484214,3.7328696,3.6309872
1.0,3.7446518,3.5686297,3.5900962,NaN,3.435343,3.5309677,3.1061,3.676691,4.1038227,3.760238,3.6769776
1.0833334,3.7990677,3.5347881,3.5898004,3.0095413,3.1432831,3.1827009,3.0693777,3.6506567,3.9804432,3.808452,3.6115854
1.1666666,3.6671355,3.5283968,3.5317445,3.0959074,3.29892,3.1819837,3.2188685,3.644879,4.0440645,3.8296995,3.7256854
1.25,3.7048304,3.5517583,3.5144978,3.0005598,3.1107519,3.3077962,3.3155963,3.6129758,3.9908423,3.8074894,3.7018068
