"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","OctopusVulgaris < 90.0","OctopusVulgaris >=90.0","MelicertusKerathurus < 8.0","MelicertusKerathurus >=8.0","MetapenaeusMonoceros < 8.0","MetapenaeusMonoceros >=8.0","TrachurusTrachurus < 11.0","TrachurusTrachurus >=11.0","SardinaPilchardus < 9.0","SardinaPilchardus >=9.0","SardinellaAurita < 11.0","SardinellaAurita >=11.0","EngraulisEncrasicolus < 9.0","EngraulisEncrasicolus >=9.0","DiplodusAnnularis < 9.0","DiplodusAnnularis >=9.0","MustelusMustelus < 50.0","MustelusMustelus >=50.0","MerlucciusMerluccius < 11.0","MerlucciusMerluccius >=11.0","PagellusErythrinus < 9.0","PagellusErythrinus >=9.0","CILC","COPC","HNFC","PHYSN","PHYLN","Benthos"
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3185.453,10604.094,22905.625,3347.305,2.4729602,1000000.0
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,4345.501,0.0,10879.437,0.0,0.0,0.0,0.0,0.0,7.847814,0.0,0.0,0.0,1976.1333,0.0,0.0,0.0,3083.287,10863.439,24242.361,3503.2754,1.8993933,1000000.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,18675.191,0.0,25473.629,0.0,0.0,0.0,1.3598753,0.0,187.17322,0.0,0.0,0.0,8480.092,0.0,11.650084,0.0,2687.463,11703.4,23371.43,3272.2014,1.1818094,1000000.0
0.33333334,174.86879,0.0,10.197574,0.0,19910.297,0.0,30985.37,0.0,26907.885,0.0,0.0,0.0,166.9609,0.0,1443.7758,0.0,6387.684,0.0,14023.437,0.0,855.34076,0.0,2874.2244,13095.865,23183.678,3212.1252,3.0419776,1000000.0
0.41666666,4591.8877,0.0,1187.2661,0.0,23295.39,0.0,33983.375,0.0,25453.203,0.0,1643.2446,0.0,1973.9415,0.0,6407.788,0.0,8541.33,0.0,17700.436,0.0,5994.1978,0.0,3434.5044,14829.03,23357.594,3293.4778,9.413045,1000000.0
0.5,24975.412,0.0,11430.659,0.0,28047.896,0.0,32994.586,0.0,24354.68,0.0,10369.959,0.0,5405.74,0.0,19088.307,0.0,8515.282,0.0,20783.191,116.60827,17634.316,0.0,4179.952,15995.177,23807.732,3400.5378,9.21079,1000000.0
0.5833333,41305.7,31429.52,43307.695,0.0,40298.246,0.0,32577.7,0.0,24837.725,0.0,18042.01,0.0,7493.8003,0.0,37357.527,0.0,8601.922,0.0,22292.559,162.06387,28783.832,0.0,5358.3647,17073.785,24474.902,3548.8257,5.3704267,1000000.0
0.6666667,1357.814,121381.664,87034.27,0.0,45294.652,3307.2205,34884.59,0.0,35649.957,0.0,18960.318,0.0,9650.989,0.0,50882.746,3650.893,8737.149,0.0,24004.172,357.85757,33986.125,173.30382,6327.974,16606.395,24553.451,3626.4175,2.0170026,1000000.0
0.75,0.0,110071.51,115470.836,3949.1777,52436.44,7775.3643,37201.973,0.0,42823.914,0.0,20167.574,0.0,10924.413,1.20155986E-4,46959.523,26211.742,8990.031,0.0,25126.219,569.73517,34475.47,1414.117,7062.719,15116.888,24912.043,3650.347,2.3900566,1000000.0
0.8333333,1636.4401,88546.55,119902.4,17470.658,58855.27,11988.472,37812.832,0.0,44075.98,0.0,20299.975,0.0,10934.642,0.0015717373,50801.008,42263.676,15653.226,0.0,25617.938,1098.2207,33908.508,5009.517,6767.8804,13432.585,25242.328,3659.7585,4.002277,1000000.0
