"Mean size of fish species in cm, weighted by fish numbers in the catches, and including first ages specified in input."
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.320587,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.324283,NaN
0.5833333,108.535835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.364554,NaN
0.6666667,109.979355,NaN,10.087672,NaN,NaN,NaN,NaN,10.42642,NaN,13.580922,NaN
0.75,110.02054,9.083428,11.830989,NaN,NaN,NaN,9.956898,10.850814,NaN,14.016417,12.180241
0.8333333,110.01667,9.894703,13.474162,NaN,NaN,NaN,11.054993,11.821399,NaN,13.931672,13.247922
0.9166667,110.014175,10.154554,14.402077,NaN,9.199489,12.573219,12.527074,12.578624,51.25815,14.23354,13.946513
1.0,110.0145,10.088165,15.868824,NaN,9.628655,13.083755,11.985315,12.752069,51.443798,14.895593,13.144458
1.0833334,108.407326,10.047405,9.4143095,12.198075,10.323788,13.4175825,10.985432,12.857627,51.890068,16.120758,13.074373
