"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.24101554057880217,0.19914910826106372,0.0,0.0,0.0,0.0,1.705030296797856,0.005771370242263724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.3791122331531847,0.23044568772577634,0.0,0.0,7.534986796719628E-4,0.0,1.8179909169869402,0.01191619508425837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.0,0.13430193026816484,0.0,0.0,6.028103550868038E-4,0.0,0.0,0.012297523443546197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.0,0.03335460408106612,0.0,0.0,1.843412838485107E-4,0.0,0.0,0.012497641409171395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,0.0,0.04129018921634944,0.0,0.0,8.911320139079935E-5,0.0,0.0,0.012496430678282933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6666667,0.0,0.09026047039145571,0.0,0.0,6.310901604381772E-4,0.0,0.0,0.01249194757317515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5550067715903219,0.2601485351051822,0.0,0.0,0.0011490354582621518,0.0,1.9684444573495252,0.012020171708627517,0.0,0.0,5.1653489918198744E-5,0.0,0.0,0.0,0.0,
0.8333333,0.6770000084816328,0.5244763569923867,0.0,0.0,9.66492302926516E-4,0.0,2.0826135216055905,0.011491939085565984,0.0,0.0,2.481446138666915E-4,0.0,0.0,0.0,0.0,
0.9166667,0.0,0.25268240278385956,0.0,0.0,9.662956597536758E-4,0.0,0.0,0.012066888679265326,0.0,0.0,0.0010129673406925413,0.0,0.0,0.0,0.0,
1.0,0.0,0.0628600831217013,0.0,0.0,0.0021407320617019923,0.0,0.0,0.012482139334209105,0.0,0.0,0.001908091504425752,0.0,0.0,0.0,0.0,
