"Mean Trophic Level of fish species, weighted by fish catch, and including first ages specified in input"
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6926463,NaN
0.5833333,3.717312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7335212,NaN
0.6666667,3.7800753,NaN,NaN,NaN,NaN,NaN,NaN,3.6118543,NaN,3.8548682,NaN
0.75,3.8036401,3.6419911,NaN,NaN,NaN,NaN,NaN,3.6786206,NaN,3.797904,3.6436431
0.8333333,3.7644768,3.5767062,3.870002,NaN,NaN,NaN,3.3408146,3.6566179,NaN,3.8854406,3.788404
0.9166667,3.712287,3.609679,3.8502936,NaN,3.0,3.000047,3.0219474,3.6517034,4.233875,3.8830583,3.7430391
1.0,3.7491765,3.5770023,3.6833851,NaN,3.0186064,3.0000033,3.0330863,3.6369288,4.064234,3.9245613,3.6981015
1.0833334,3.7436106,3.5398057,3.5804074,3.970616,3.1525488,3.178699,3.3337593,3.6200287,4.1574388,3.8299284,3.6670525
1.1666666,3.7596426,3.5526316,3.523757,3.0000198,3.1473875,3.4007723,3.3842804,3.595504,4.055667,3.891397,3.687378
1.25,3.7142293,3.5281575,3.5064032,3.340478,3.1321595,3.3575754,3.3440514,3.5712237,4.047124,3.799844,3.644107
