"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.426053462526164,0.19979982653920908,0.0,0.0,0.0,0.0,1.9222674313149695,0.01694623042834447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.5127625321378776,0.25545997318937996,0.0,0.0,0.0024515693388557757,0.0,2.003674785133331,0.03531471325464141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.17839083023485608,0.34708414332458143,0.0,0.0,0.0021354814539539706,0.0,0.9305578562136073,0.034716370199515505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,0.0,0.03570044224532226,0.0,0.0,0.0016539263849101237,0.0,0.0,0.03663539828187169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6666667,0.0,0.09215320757456512,0.0,0.0,3.399697105628712E-4,0.0,0.0,0.03642470348912619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.0,0.03875473723077914,0.0,0.0,1.9086250235263042E-4,0.0,0.0,0.03664798073125813,0.0,0.0,6.307844015583337E-4,0.0,0.0,0.0,0.0,
0.8333333,0.8409626557135474,0.21583120387630095,0.0,0.0,2.499304218763943E-4,0.0,2.3397427920895493,0.03528178867108818,0.0,0.0,0.002808547327588592,0.0,0.0,0.0,0.0,
0.9166667,0.6379016465983454,0.3895281556358421,0.0,0.0,4.383159952395968E-4,0.0,2.124544921359351,0.034230178810595625,0.0,0.0,0.004217243487014458,0.0,0.0,0.0,0.0,
1.0,0.26642780431651464,0.23422548620815625,0.0,0.0,0.0013315077272040641,0.0,1.0104820344479126,0.03573000519159594,0.0,0.0,0.004997880042682366,0.0,0.0,0.0,0.0,
