"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.005218331499999961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.0,0.0,0.0,0.0,0.0036501976732700356,0.0,0.005218331499999958,0.03900871302541996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.0,0.0,0.0,0.0,0.015500890995202049,0.0,0.0,0.03900862428734286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.0,0.0,0.0,0.0,0.010758501552349161,0.0,0.0,0.03900863214844327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,0.0,0.0,0.0,0.0,0.009601556285414904,0.0,0.0,0.03900839425343391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.6666667,0.0,0.0,0.0,0.0,0.0073307214783607955,0.0,0.0,0.039008382333276394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.0,0.0,0.0,0.0,0.006246868404055734,0.0,0.005218331499999961,0.03900773593670494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.8333333,0.0,0.0,0.0,0.0,0.004167440715050678,0.0,0.005218331499999958,0.039008602847145725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.9166667,0.0,0.0,0.0,0.0,0.008386701577377368,0.0,0.0,0.039008763594918144,0.0,0.0,2.1464787996683838E-4,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,0.0,0.0,0.008708744418636342,0.0,0.0,0.03900830368768446,0.0,0.0,0.0011791153544176136,0.0,0.0,0.0,0.0,
1.0833334,0.0,0.0,0.0,0.0,0.00862557603591209,0.0,0.0,0.03900824116663994,0.0,0.0,0.002078210524560957,0.0,0.0,0.0,0.0,
