"Predation (Mpred), Starvation (Mstarv), Other Natural mortality (Mnat), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Mnat Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Mnat","Mnat","Mnat","F","F","F","Zout","Zout","Zout"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.16721319595650702,0.0,0.0,0.0,0.0,0.0,0.26239260901543787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.33333334,0.6818842136126433,0.0,0.0,0.0,0.0,0.0,0.5800979629568875,0.2046567666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2046567666666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204656766666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20465629134068344,0.0,0.0,0.003264245853941127,0.0,0.0,0.0,0.0,
0.6666667,0.0,0.0,0.0,0.0,0.0012319943158733582,0.0,0.0,0.204654596988307,0.0,0.0,0.010698047610281869,0.0,0.0,0.0,0.0,
0.75,1.1614075658530227,0.0,0.0,0.0,0.0026659009546247453,0.0,0.44613084589407176,0.20465947079552466,0.0,0.0,0.010905407890223784,0.0,0.0,0.0,0.0,
0.8333333,1.9386902355708897,0.1232171780520035,0.0,0.0,1.4256627577386634E-4,0.0,0.8110281529943068,0.20382439120749496,0.0,0.0,8.382913871405446E-4,0.0,0.0,0.0,0.0,
0.9166667,0.0,0.009368194474161338,0.0,0.0,0.0,9.694764968007171E-4,0.0,0.20454176151931286,0.20465387000519192,0.0,1.403114162071537E-4,0.010909336376697455,0.0,0.0,0.0,
1.0,0.0,0.0,0.0,0.0,3.8538852078001364E-4,6.95750655166745E-6,0.0,0.20465700957685024,0.20465607828103297,0.0,0.0,0.010907158511062214,0.0,0.0,0.0,
1.0833334,0.0,0.0,0.0,0.0,0.001571926181499292,0.0,0.0,0.20465697665915988,0.20465932466779535,0.0,4.5758305901098036E-4,0.010903896248871638,0.0,0.0,0.0,
