"Mean size of fish species in cm, weighted by fish numbers in the catches, and including first ages specified in input."
"Time","OctopusVulgaris","MelicertusKerathurus","MetapenaeusMonoceros","TrachurusTrachurus","SardinaPilchardus","SardinellaAurita","EngraulisEncrasicolus","DiplodusAnnularis","MustelusMustelus","MerlucciusMerluccius","PagellusErythrinus"
0.083333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.411539,NaN
0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.849615,NaN
0.5833333,108.40841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.117685,NaN
0.6666667,109.97376,NaN,10.645919,NaN,NaN,NaN,NaN,10.42277,NaN,11.838144,NaN
0.75,110.02637,9.17728,10.772448,NaN,NaN,NaN,9.768459,10.907753,NaN,12.345021,12.180241
0.8333333,110.024445,9.453222,10.965294,NaN,NaN,NaN,10.05449,11.977608,NaN,13.169017,12.915944
0.9166667,110.023865,9.923321,11.044267,NaN,9.314655,12.393287,9.887044,12.762341,51.35925,13.497077,12.986937
1.0,110.02237,10.620482,10.715837,NaN,10.383666,12.463526,10.292861,12.918584,51.353527,14.222482,13.482122
1.0833334,108.3576,11.366662,9.921159,11.646903,10.614696,11.996278,10.474571,13.1357975,51.635677,15.441761,13.467177
1.1666666,105.99624,11.088092,10.421469,11.586278,10.60632,12.275105,10.938382,13.495628,52.08157,15.167513,13.802673
1.25,103.870056,11.396944,10.385218,12.994058,10.745623,12.706312,11.211144,13.570998,52.53182,15.575774,13.973424
1.3333334,104.07102,11.231273,10.709181,11.756391,11.400491,12.633502,11.132838,13.66003,53.000584,16.229052,13.79609
